"caseid","date","event","comment","country1","country2","species","order","date2","year","post2017","decade","continent"
"19332","01/02/2019","Seizure","1 live pangolin seized - 1 convicted","Zambia",NA,"Manis","Pholidota",2019-02-01,2019,TRUE,"2023","Asia"
"18687","01/02/2019","Seizure","42 kg pangolin scales seized in Yaounde - 2 arrested","Cameroon",NA,"Manis","Pholidota",2019-02-01,2019,TRUE,"2023","Asia"
"18514","01/02/2019","Seizure","40 kg pangolin scales seized in Doume - 1 arrested","Cameroon",NA,"Manis","Pholidota",2019-02-01,2019,TRUE,"2023","Asia"
"33199","31/01/2019","Seizure","27 kg pangolin scales seized in Doume - 1 convicted","Cameroon",NA,"Manis","Pholidota",2019-01-31,2019,TRUE,"2023","Asia"
"18492","30/01/2019","Seizure","100 kg tusks and 1,400 kg of pangolin scales seized at VIP Green Port, Hai Phong (from Nigeria)","Viet Nam","Nigeria","3 species","Pholidota",2019-01-30,2019,TRUE,"2023","Asia"
"28348","29/01/2019","Seizure","1 pangolin seized (9.2 kg) in Katraj, Maharashtra - 4 arrested","India",NA,"Manis","Pholidota",2019-01-29,2019,TRUE,"2023","Asia"
"28349","25/01/2019","Seizure","Pangolin scales and monitor lizard hemipenes seized in Dhanmandi, Rajasthan","India",NA,"2 species","Pholidota",2019-01-25,2019,TRUE,"2023","Asia"
"18399","25/01/2019","Seizure","500 kg ivory & 1,500 kg pangolin scales seized at Dinh Vu Port, Hai Phong","Viet Nam","Nigeria","3 species","Pholidota",2019-01-25,2019,TRUE,"2023","Asia"
"18459","24/01/2019","Seizure","762 ivory pieces (3,299 kg) & 423 kg pangolin scales seized from hollowed out logs in Kampala - 2 detained","Uganda","3 countries","3 species","Pholidota",2019-01-24,2019,TRUE,"2023","Asia"
"28350","23/01/2019","Seizure","1 pangolin seized from Dahisar Mori, Thane - 2 arrested","India",NA,"Manis","Pholidota",2019-01-23,2019,TRUE,"2023","Asia"
"39939","19/01/2019","Enforcement Action / Prosecution","pangolin related offence committed in Otjozondjupa Region - 1 charged","Namibia",NA,"Manis","Pholidota",2019-01-19,2019,TRUE,"2023","Africa"
"28354","16/01/2019","Seizure","Pangolin seized in Chitrangpali Village - 8 suspects arrested","India","Thailand","Manis","Pholidota",2019-01-16,2019,TRUE,"2023","Asia"
"18458","16/01/2019","Seizure","8,300 kg pangolin scales & 2,100 kg tusks seized in Hong Kong - 2 charged","Hong Kong","3 countries","2 species","Pholidota",2019-01-16,2019,TRUE,"2023","Asia"
"18339","16/01/2019","Seizure","215 pangolins (603.6kg) & ivory object (1kg) seized from private residence in Ha Tinh Province - 11 Vietnamese nationals arrested","Viet Nam",NA,"2 species","Pholidota",2019-01-16,2019,TRUE,"2023","Asia"
"46756","15/01/2019","Seizure","7 kg pangolin scales seized in Butembo, Nord Kivu","Congo, Democratic Republic of The",NA,"Manis","Pholidota",2019-01-15,2019,TRUE,"2023","Asia"
"46971","11/01/2019","Seizure","4 pangolins, 5 turtles & 37 snakes seized in Pleiku City - 1 convicted","Viet Nam",NA,"4 species","Pholidota",2019-01-11,2019,TRUE,"2023","Asia"
"26223","09/01/2019","Seizure","0.8536 kg of pangolin scales seized at Dongxing Port, one female suspect arrested","China",NA,"Manis","Pholidota",2019-01-09,2019,TRUE,"2023","Asia"
"18389","09/01/2019","Seizure","Seven held for trafficking tiger body parts in Amravati","India",NA,"6 species","Pholidota",2019-01-09,2019,TRUE,"2023","Asia"
"28352","08/01/2019","Seizure","1 pangolin seized in Thane - 2 suspects were arrested","India",NA,"Manis","Pholidota",2019-01-08,2019,TRUE,"2023","Asia"
"27120","07/01/2019","Seizure","1 rhino horn and pangolin scales seized in Mashonaland West","Zimbabwe",NA,"2 species","Pholidota",2019-01-07,2019,TRUE,"2023","Africa"
"28538","06/01/2019","Seizure","0.02 kg of pangolin scales seized at Hong Kong International Airport - 1 convicted","Hong Kong",NA,"Manis","Pholidota",2019-01-06,2019,TRUE,"2023","Asia"
"28351","05/01/2019","Seizure","1 pangolin seized in Chikkamagaluru - 4 suspects arrested","India",NA,"Manis","Pholidota",2019-01-05,2019,TRUE,"2023","Asia"
"18641","03/01/2019","Seizure","Live pangolin for sale via WhatsApp seized in Kota Belud, Sabah - 1 individual arrested","Malaysia",NA,"Manis","Pholidota",2019-01-03,2019,TRUE,"2023","Asia"
"27244","02/01/2019","Seizure","15.5 kg pangolin scales seized at Chengdu Shuangliu Airport","China",NA,"Manis","Pholidota",2019-01-02,2019,TRUE,"2023","Asia"
"33197","01/01/2019","Seizure","pangolin scales seized in Haut-Nyong Division, East Region - 3 convicted","Cameroon",NA,"Manis gigantea","Pholidota",2019-01-01,2019,TRUE,"2023","Asia"
"28143","01/01/2019","Seizure","63.5 kg pangolin scales seized in Lujiang","China",NA,"Manis","Pholidota",2019-01-01,2019,TRUE,"2023","Asia"
"18884","01/01/2019","Seizure","200 kg pangolin scales seized in To Kwa Wan and Yau Tong - 4 arrested","Hong Kong","Malaysia","Manis","Pholidota",2019-01-01,2019,TRUE,"2023","Asia"
"18373","01/01/2019","Seizure","2.5 sacks of pangolin scales and 5 hippo teeth seized in Douala, Cameroon, 4 male suspects arrested","Cameroon",NA,"2 species","Pholidota",2019-01-01,2019,TRUE,"2023","Asia"
"18883","29/12/2018","Seizure","240 kg pangolin scales seized from 12 parcels at Hong Kong International Airport","Hong Kong","Malaysia","Manis","Pholidota",2018-12-29,2018,TRUE,"2023","Asia"
"46635","19/12/2018","Seizure","6.3 kg pangolin scales & 11 ivory pieces seized at Beijing Capital Airport - 1 convicted","China","2 countries","3 species","Pholidota",2018-12-19,2018,TRUE,"2023","Asia"
"18261","14/12/2018","Seizure","41 Sunda pangolins (158kg) seized on National Highway 1A, Mai Son, Ninh Binh - 2 suspects arrested","Viet Nam",NA,"Manis javanica","Pholidota",2018-12-14,2018,TRUE,"2023","Asia"
"18258","14/12/2018","Seizure","4 Sunda pangolins (18kg) seized on National Highway 1A, Ha Tinh - 1 suspect charged","Viet Nam",NA,"Manis javanica","Pholidota",2018-12-14,2018,TRUE,"2023","Asia"
"19253","12/12/2018","Seizure","ivory, lion claws, pangolin scales & hippo teeth seized in Nyadzomba village - 1 convicted","Zimbabwe",NA,"5 species","Pholidota",2018-12-12,2018,TRUE,"2023","Africa"
"28993","11/12/2018","Seizure","tusks & dead pangolin seized in Magojaneng Village - 3 arrested","South Africa",NA,"2 species","Pholidota",2018-12-11,2018,TRUE,"2023","Africa"
"29005","07/12/2018","Seizure","2 pangolins seized in Ambadiha Village - 10 arrested","India",NA,"Manidae","Pholidota",2018-12-07,2018,TRUE,"2023","Asia"
"18235","05/12/2018","Seizure","10.8 kg of pangolin scales were seized in West Kalimantan, 1 arrested","Indonesia",NA,"Manis","Pholidota",2018-12-05,2018,TRUE,"2023","Asia"
"18202","01/12/2018","Seizure","45 kg pangolin scales seized in Abong-Mbang - 5 arrested","Cameroon",NA,"Manis","Pholidota",2018-12-01,2018,TRUE,"2023","Asia"
"28138","29/11/2018","Seizure","1 pangolin seized in Lichuan, Hubei - 3 arrested","China",NA,"Manidae","Pholidota",2018-11-29,2018,TRUE,"2023","Asia"
"28591","22/11/2018","Seizure","0.223 kg of rhino horn and pangolin scales seized in Kunming, Yunnan","China",NA,"2 species","Pholidota",2018-11-22,2018,TRUE,"2023","Asia"
"30383","19/11/2018","Seizure","2 pangolin skins seized in Nkurenkuru - 2 arrested","Namibia",NA,"Manidae","Pholidota",2018-11-19,2018,TRUE,"2023","Africa"
"30382","19/11/2018","Seizure","2 live pangolins seized in Mururani Village - 2 arrested","Namibia",NA,"Manidae","Pholidota",2018-11-19,2018,TRUE,"2023","Africa"
"18836","19/11/2018","Seizure","0.172 kg pangolin scales and dried sea cucumbers seized in Wuhan Tianhe Airport","China","2 countries","2 species","Pholidota",2018-11-19,2018,TRUE,"2023","Asia"
"46565","17/11/2018","Seizure","3 kg pangolin scales seized in Yolo, Kinshasa","Congo, Democratic Republic of The",NA,"Manis","Pholidota",2018-11-17,2018,TRUE,"2023","Asia"
"18835","16/11/2018","Seizure","109 kg pangolin scales seized from 4 suitcases at Hong Kong International Airport - 2 arrested","Hong Kong","4 countries","Manidae","Pholidota",2018-11-16,2018,TRUE,"2023","Asia"
"28540","15/11/2018","Seizure","330 frozen pangolins seized","Hong Kong",NA,"Manis","Pholidota",2018-11-15,2018,TRUE,"2023","Asia"
"46564","14/11/2018","Seizure","4 kg pangolin scales seized in Yolo, Kinshasa","Congo, Democratic Republic of The",NA,"Manis","Pholidota",2018-11-14,2018,TRUE,"2023","Asia"
"28541","14/11/2018","Seizure","2.99kg of pangolin scales seized","Hong Kong",NA,"Manis","Pholidota",2018-11-14,2018,TRUE,"2023","Asia"
"20863","09/11/2018","Seizure","Lion skin, python and raw ivory seized in Dete - 1 convicted","Zimbabwe",NA,"5 species","Pholidota",2018-11-09,2018,TRUE,"2023","Africa"
"26730","08/11/2018","Seizure","Hundreds of pangolins and other wildlife products seized in Hunan, CN - 129 suspects detained, 32 being hunted","China",NA,"2 species","Pholidota",2018-11-08,2018,TRUE,"2023","Asia"
"24214","02/11/2018","Seizure","47 kg of pangolin scales and 61.3 kg of shark fins seized at Noi Bai International Airport","Viet Nam","Nigeria","2 species","Pholidota",2018-11-02,2018,TRUE,"2023","Asia"
"17887","02/11/2018","Seizure","528 kg pangolin scales, 93 animal claws, 3 leopard pelts, 129 lion teeth and timber seized at Tan Vu Port","Viet Nam","Cameroon","9 species","Pholidota",2018-11-02,2018,TRUE,"2023","Asia"
"46336","01/11/2018","Smuggling / Illegal Trade (not elsewhere included)","6 tonnes pangolin scales smuggled from Nigeria to Yulin, Guangxi","China","Nigeria","Manis","Pholidota",2018-11-01,2018,TRUE,"2023","Asia"
"29240","01/11/2018","Seizure","12,560 kg pangolin scales seized in Wenzhou","China","2 countries","Manis","Pholidota",2018-11-01,2018,TRUE,"2023","Asia"
"23760","01/11/2018","Seizure","7560.9 kg of pangolin scales packed in 195 bags seized in Nigeria, 7 people arrested","Nigeria",NA,"Manis","Pholidota",2018-11-01,2018,TRUE,"2023","Asia"
"18832","01/11/2018","Seizure","588 pangolin scales seized from a bag at Ndola Airport, Zambia - 1 man imprisoned","Zambia","China","Manidae","Pholidota",2018-11-01,2018,TRUE,"2023","Asia"
"28542","25/10/2018","Seizure","0.095 kg of pangolin scales, 0.025 kg of rhino horn and 0.065 kg of ivory seized at Hong Kong International Airport","Hong Kong",NA,"3 species","Pholidota",2018-10-25,2018,TRUE,"2023","Asia"
"17129","25/10/2018","Seizure","Five live pangolins and 24 turtles en route Laos to Vinh seized from a motorbike - One Vietnamese national arrested (Nghe An)","Viet Nam","Lao People's Democratic Republic","2 species","Pholidota",2018-10-25,2018,TRUE,"2023","Asia"
"17137","23/10/2018","Seizure","tusks and live pangolin seized in Pienaar, one juvenile suspect arrested","South Africa",NA,"2 species","Pholidota",2018-10-23,2018,TRUE,"2023","Africa"
"28543","21/10/2018","Seizure","0.0764 kg of ivory and 0.154 kg of pangolin scales seized at Hong Kong International Airport","Hong Kong",NA,"2 species","Pholidota",2018-10-21,2018,TRUE,"2023","Asia"
"17133","16/10/2018","Seizure","live pangolin seized in Livingstone - 1 Zambian convicted","Zambia",NA,"Manis","Pholidota",2018-10-16,2018,TRUE,"2023","Asia"
"16269","09/10/2018","Seizure","1 live pangolin seized in Tzaneen, 3 suspects arrested","South Africa",NA,"Manis","Pholidota",2018-10-09,2018,TRUE,"2023","Africa"
"16260","06/10/2018","Seizure","24 live pangolins (106.4kg) and 48 turtles (22kg) inside an iron container seized from a truck oin National Highway 1A","Viet Nam",NA,"2 species","Pholidota",2018-10-06,2018,TRUE,"2023","Asia"
"31264","04/10/2018","Seizure","20 elephant skin pieces & 16 pangolin scales seized in Divundu - 1 convicted","Namibia",NA,"2 species","Pholidota",2018-10-04,2018,TRUE,"2023","Africa"
"16259","04/10/2018","Seizure","6,000 kg of pangolin scales and 2,000 kg of ivory seized at Tien Sa Port","Viet Nam","Nigeria","2 species","Pholidota",2018-10-04,2018,TRUE,"2023","Asia"
"31282","03/10/2018","Seizure","1 live pangolin seized in Chisipite, Harare - 4 charged","Zimbabwe",NA,"Manidae","Pholidota",2018-10-03,2018,TRUE,"2023","Africa"
"45632","01/10/2018","Poaching / Illegal Harvesting","1 female pangolin killed by a trap in Niassa National Reserve","Mozambique",NA,"Manis","Pholidota",2018-10-01,2018,TRUE,"2023","Asia"
"26314","01/10/2018","Seizure","6 kg of pangolin scales and 10 kg of sperm whale ambergris seized in Kalwa, Maharashtra - 3 arrested","India","China","2 species","Pholidota",2018-10-01,2018,TRUE,"2023","Asia"
"16181","28/09/2018","Seizure","805kg pangolin scales and 193kg ivory-derived products en route Nigeria to Viet Nam in 20 cargos seized (Noi Bai International Airport - Hanoi)","Viet Nam","2 countries","2 species","Pholidota",2018-09-28,2018,TRUE,"2023","Asia"
"16064","21/09/2018","Seizure","6 kg crocodile, porcupine & pangolin meat seized from luggage in Zurich Airport - 1 suspect","Switzerland","2 countries","3 species","Pholidota",2018-09-21,2018,TRUE,"2023","Asia"
"46560","14/09/2018","Seizure","5 kg pangolin scales seized at Yolo, Kinshasa","Congo, Democratic Republic of The",NA,"Manis","Pholidota",2018-09-14,2018,TRUE,"2023","Asia"
"25101","10/09/2018","Seizure","254kg of pangolin scales seized, one man convicted","Hong Kong","Malaysia","Manis","Pholidota",2018-09-10,2018,TRUE,"2023","Asia"
"46559","08/09/2018","Seizure","6 kg pangolin scales seized in Masina, Kinshasa","Congo, Democratic Republic of The",NA,"Manis","Pholidota",2018-09-08,2018,TRUE,"2023","Asia"
"16179","06/09/2018","Seizure","124 live Sunda pangolins, 21 dead skinned pangolins (63 kg), 7 kg pangolin scales, 71.4 kg animal skins seized in Cau Voi Village, Mong Cai","Viet Nam",NA,"3 species","Pholidota",2018-09-06,2018,TRUE,"2023","Asia"
"16044","01/09/2018","Seizure","270 kg pangolin scales seized in Yaounde - 4, inc. policeman, arrested","Cameroon",NA,"Manis","Pholidota",2018-09-01,2018,TRUE,"2023","Asia"
"15983","01/09/2018","Seizure","1 live pangolin seized in Gokwe, Zimbabwe, 5 arrested","Zimbabwe",NA,"Manis","Pholidota",2018-09-01,2018,TRUE,"2023","Africa"
"29467","25/08/2018","Seizure","1 live giant pangolin seized in Deuli, Sundargarh - 2 suspects arrested","India",NA,"Manis gigantea","Pholidota",2018-08-25,2018,TRUE,"2023","Asia"
"29464","23/08/2018","Seizure","1 live juvenile pangolin seized in Koh Kong province","Cambodia",NA,"Manis","Pholidota",2018-08-23,2018,TRUE,"2023","Asia"
"15985","22/08/2018","Seizure","live pangolin seized in Mutare - 3 arrested","Zimbabwe",NA,"Manis","Pholidota",2018-08-22,2018,TRUE,"2023","Africa"
"15686","22/08/2018","Seizure","27 rhino horn pieces, 895 kg pangolin scales, 535 kg ivory, 263 kg ivory carvings & medicinal plants seized in Luanda - 5 Vietnamese nationals arrested","Angola","Viet Nam","4 species","Pholidota",2018-08-22,2018,TRUE,"2023","Asia"
"29463","18/08/2018","Seizure","738kg of pangolin scales seized in Lagos - 1 suspect fined","Nigeria",NA,"Manis","Pholidota",2018-08-18,2018,TRUE,"2023","Asia"
"15711","18/08/2018","Seizure","718 kgs pangolin scales seized in Douala - 6 arrested","Cameroon","2 countries","Manis","Pholidota",2018-08-18,2018,TRUE,"2023","Asia"
"34911","17/08/2018","Seizure","56 kg pangolin scales seized at Hong Kong International Airport - 1 convicted","Hong Kong","Nigeria","Manis","Pholidota",2018-08-17,2018,TRUE,"2023","Asia"
"29018","15/08/2018","Seizure","13.4 kg pangolin scales, 0.14 kg ivory carvings snf python skin seized at Shanghai Pudong Airport","China",NA,"3 species","Pholidota",2018-08-15,2018,TRUE,"2023","Asia"
"39943","13/08/2018","Enforcement Action / Prosecution","pangolin related offence commited in Windhoek","Namibia",NA,"Manis","Pholidota",2018-08-13,2018,TRUE,"2023","Africa"
"29447","11/08/2018","Seizure","1 (4.8kg) live pangolin seized in Koh Kong Province - 1 suspect absconded","Cambodia",NA,"Manis","Pholidota",2018-08-11,2018,TRUE,"2023","Asia"
"16162","10/08/2018","Seizure","2 live pangolins, 3 Mole rats, 2 dead Weasels and 32 kg wild boar meat seized from a bus on National Highway 14D, Quang Nam","Viet Nam",NA,"4 species","Pholidota",2018-08-10,2018,TRUE,"2023","Asia"
"46622","08/08/2018","Seizure","2,151.36 kg pangolin scales seized at Nansha Port, Guangzhou","China","Nigeria","Manidae","Pholidota",2018-08-08,2018,TRUE,"2023","Asia"
"29438","08/08/2018","Seizure","6 pangolins (2 live and 4 dead) seized in Laos-Vietnam Border","Lao People's Democratic Republic","Viet Nam","3 species","Pholidota",2018-08-08,2018,TRUE,"2023","Asia"
"21831","05/08/2018","Seizure","A live female pangolin seized from a former soldier at Irene Mall, Pretoria, ZA - 1 suspect charged","South Africa",NA,"Manis","Pholidota",2018-08-05,2018,TRUE,"2023","Africa"
"31314","03/08/2018","Seizure","1 python skin, 6 pangolin skins & live pangolin seized in Grootfontein - 6 arrested","Namibia",NA,"2 species","Pholidota",2018-08-03,2018,TRUE,"2023","Africa"
"29079","01/08/2018","Seizure","81 kg pangolin scales, 1,595 python gall bladders, tortoishells, ivory & rhino seized in China","China",NA,"5 species","Pholidota",2018-08-01,2018,TRUE,"2023","Asia"
"15784","01/08/2018","Seizure","African Pangolin seized at taxi rank in Rustenburg, SA, 2 arrested","South Africa",NA,"Manidae","Pholidota",2018-08-01,2018,TRUE,"2023","Africa"
"15710","01/08/2018","Seizure","1,031kg pangolin scales & 4 ivory pieces (29.35kg) seized at Tejuosho market, Victoria Island, Lagos","Nigeria",NA,"2 species","Pholidota",2018-08-01,2018,TRUE,"2023","Asia"
"15709","01/08/2018","Seizure","230 kg of pangolin scales seized in Zongo, Sud-Ubangi - 1 arrested","Congo, Democratic Republic of The","Central African Republic","Manis","Pholidota",2018-08-01,2018,TRUE,"2023","Asia"
"16140","31/07/2018","Seizure","15 animals seized from a restaurant in Bien Hoa, Dong Nai","Viet Nam",NA,"4 species","Pholidota",2018-07-31,2018,TRUE,"2023","Asia"
"16137","31/07/2018","Seizure","Four frozen pangolins (20.5kg) and five Muntjacs (67kg) seized from a bus (Quang Nam)","Viet Nam",NA,"2 species","Pholidota",2018-07-31,2018,TRUE,"2023","Asia"
"14771","28/07/2018","Seizure","21 live pangolins (Manis Culionensis) and 16 marine turtles seized at a checkpoints at Barangay Sta. Lourdes","Philippines",NA,"2 species","Pholidota",2018-07-28,2018,TRUE,"2023","Asia"
"35449","24/07/2018","Seizure","Pangolin scales, shark fins, sea horses, ivory and other products seized in Portland, Oregon - 1 convicted","United States of America",NA,"7 species","Pholidota",2018-07-24,2018,TRUE,"2023","Asia"
"14628","20/07/2018","Seizure","7,100 kg pangolin scales seized at Tsing Yi Cargo Compound - From Nigeria","Hong Kong","2 countries","Manis","Pholidota",2018-07-20,2018,TRUE,"2023","Asia"
"16103","18/07/2018","Seizure","334 kg pangolin scales seized at Noi Bai International Airport","Viet Nam","Nigeria","Manis","Pholidota",2018-07-18,2018,TRUE,"2023","Asia"
"29338","17/07/2018","Seizure","1 live pangolin seized at Daluo Border Crossing","China",NA,"Manis javanica","Pholidota",2018-07-17,2018,TRUE,"2023","Asia"
"46621","12/07/2018","Seizure","2,562.5 kg pangolin scales seized at Nansha Port, Guangzhou","China","Nigeria","Manidae","Pholidota",2018-07-12,2018,TRUE,"2023","Asia"
"17925","11/07/2018","Seizure","2,134.5 kg of pangolin scales seized in Yunfu Newport, Guangdong Province - 3 convicted","China","Nigeria","3 species","Pholidota",2018-07-11,2018,TRUE,"2023","Asia"
"16083","09/07/2018","Seizure","116 Sunda pangolins (530 kg) seized at Me So Ferry Terminal - 1 convicted","Viet Nam",NA,"Manis javanica","Pholidota",2018-07-09,2018,TRUE,"2023","Asia"
"46468","07/07/2018","Seizure","5 kg pangolin scales seized in Mbandaka, Equateur","Congo, Democratic Republic of The",NA,"Manis","Pholidota",2018-07-07,2018,TRUE,"2023","Asia"
"34325","07/07/2018","Seizure","1 live pangolin seized in Lusaka - 1 wildlife officer and 1 police officer convicted","Zambia",NA,"Manis","Pholidota",2018-07-07,2018,TRUE,"2023","Asia"
"14456","06/07/2018","Seizure","1 Chinese Pangolin seized in Maligaon, Assam - 3 arrested","India",NA,"Manis pentadactyla","Pholidota",2018-07-06,2018,TRUE,"2023","Asia"
"26729","04/07/2018","Seizure","Several wildlife by-products, including pangolin scales and elephant skin seized in Yunnan, one suspect detained","China",NA,"6 species","Pholidota",2018-07-04,2018,TRUE,"2023","Asia"
"14631","03/07/2018","Seizure","Live pangolin seized near Hoedspruit- 1 suspect arrested and 2 absconded","South Africa",NA,"Manis temminckii","Pholidota",2018-07-03,2018,TRUE,"2023","Africa"
"46467","02/07/2018","Seizure","70 kg pangolin scales seized in Bafwasende, Tshopo Province","Congo, Democratic Republic of The",NA,"Manis","Pholidota",2018-07-02,2018,TRUE,"2023","Asia"
"29337","01/07/2018","Seizure","1 live pangolin seized in Johannesburg","South Africa",NA,"Manis temminckii","Pholidota",2018-07-01,2018,TRUE,"2023","Africa"
"28956","01/07/2018","Seizure","One live ape and one live pangolin seized","France","Cameroon","2 species","Pholidota",2018-07-01,2018,TRUE,"2023","Asia"
"15873","01/07/2018","Seizure","4 kg ivory, 4.3 kg bison horns, 15.65 kg deer antlers and 11 kg pangolin scales seized in Birur, Karnataka - 6 arrested","India",NA,"4 species","Pholidota",2018-07-01,2018,TRUE,"2023","Asia"
"14427","01/07/2018","Seizure","65 Live Pangolins seized in Bukit Kayu Hitam, One Ex-soldier Detained","Malaysia","Thailand","Manis","Pholidota",2018-07-01,2018,TRUE,"2023","Asia"
"16042","23/06/2018","Seizure","26 turtles, 4 soft-shell turtles and 7 Sunda pangolins seized from a bus on Ho Chi Minh National Highway - 2 arrested","Viet Nam","Lao People's Democratic Republic","3 species","Pholidota",2018-06-23,2018,TRUE,"2023","Asia"
"29336","21/06/2018","Seizure","1,798 kg pangolin scales seized in Congo - 5 men arrested","Congo","3 countries","Manis","Pholidota",2018-06-21,2018,TRUE,"2023","Asia"
"15018","18/06/2018","Seizure","5kg of pangolin scales seized in Assam, one suspect arrested at the scene and two suspects later arrested","India","China","Manidae","Pholidota",2018-06-18,2018,TRUE,"2023","Asia"
"46640","17/06/2018","Seizure","18 kg pangolin scales seized at Beijing Capital Airport - 2 convicted","China","2 countries","Manis tricuspis","Pholidota",2018-06-17,2018,TRUE,"2023","Asia"
"14541","14/06/2018","Seizure","74 (339kg) live java pangolins seized in Thanh Hoa","Viet Nam",NA,"Manis javanica","Pholidota",2018-06-14,2018,TRUE,"2023","Asia"
"28545","08/06/2018","Seizure","30kg of pangolin scales seized","Hong Kong",NA,"Manis","Pholidota",2018-06-08,2018,TRUE,"2023","Asia"
"14385","06/06/2018","Seizure","40 Smuggled live pangolins seized in a boat across the Mekong River - from Laos to Thailand","Thailand","Lao People's Democratic Republic","Manis javanica","Pholidota",2018-06-06,2018,TRUE,"2023","Asia"
"15007","04/06/2018","Seizure","262 kg of ivory and 266 kg of pangolin scales seized at Fevereiro International Airport, seven Angolan citizens arrested","Angola","United Arab Emirates","2 species","Pholidota",2018-06-04,2018,TRUE,"2023","Asia"
"29334","01/06/2018","Seizure","1 dead pangolin seized in Kudremukh National Park, Karnataka - 7 suspects arrested","India",NA,"Manis","Pholidota",2018-06-01,2018,TRUE,"2023","Asia"
"14342","01/06/2018","Seizure","2 tusks, giant pangolin scales & elephant tail seized in Lambarene - 1 convicted","Gabon",NA,"2 species","Pholidota",2018-06-01,2018,TRUE,"2023","Asia"
"29305","27/05/2018","Seizure","4.2kg of pangolin scales and pangolin skin seized in Mangalbare - 2 suspects arrested","Nepal",NA,"Manis","Pholidota",2018-05-27,2018,TRUE,"2023","Asia"
"14051","27/05/2018","Seizure","0.5 kg of giant pangolin scales seized in Makoua - 3 suspects arrested","Congo, Democratic Republic of The",NA,"Manis gigantea","Pholidota",2018-05-27,2018,TRUE,"2023","Asia"
"29055","20/05/2018","Seizure","ivory & pangolin products seized from residence in Kunming","China",NA,"2 species","Pholidota",2018-05-20,2018,TRUE,"2023","Asia"
"16196","19/05/2018","Seizure","pangolin scales (23 bags), tusks (8 bags) & donkey skins (99 bags) seized at Murtala Muhammed Airport - 1 arrested","Nigeria","China","3 species","Pholidota",2018-05-19,2018,TRUE,"2023","Asia"
"46353","18/05/2018","Seizure","87 kg pangolin scales seized at Shanghai Pudong International Airport","China","2 countries","Manis","Pholidota",2018-05-18,2018,TRUE,"2023","Asia"
"16219","17/05/2018","Seizure","19 Sunda pangolins seized in Beihai, Guangxi","China",NA,"Manis javanica","Pholidota",2018-05-17,2018,TRUE,"2023","Asia"
"46463","15/05/2018","Seizure","500 kg pangolin scales seized in Masina, Kinshasa","Congo, Democratic Republic of The",NA,"Manis","Pholidota",2018-05-15,2018,TRUE,"2023","Asia"
"25755","15/05/2018","Seizure","429 kg of pangolin scales and 11250 kg of buffalo horns seized in Zhanjiang, Guangdong - 4 arrested","China","Viet Nam","2 species","Pholidota",2018-05-15,2018,TRUE,"2023","Asia"
"14369","15/05/2018","Seizure","630 kg pangolin scales seized at Tsing Yi Customs Cargo Compound","Hong Kong","Indonesia","Manis","Pholidota",2018-05-15,2018,TRUE,"2023","Asia"
"13893","11/05/2018","Seizure","1.5 Kg Pangolin Scales seized in Makalu, Sankhuwasabha - One Person Detained","Nepal",NA,"Manis","Pholidota",2018-05-11,2018,TRUE,"2023","Asia"
"25008","08/05/2018","Seizure","26 Pangolin scales seized in Lituta Village, Songea - 1 charged","Tanzania, United Republic of",NA,"Manis","Pholidota",2018-05-08,2018,TRUE,"2023","Asia"
"14214","03/05/2018","Seizure","3,300 kg pangolin scales seized at Saigon Port, Ho Chi Minh City","Viet Nam","2 countries","Manis","Pholidota",2018-05-03,2018,TRUE,"2023","Asia"
"46633","02/05/2018","Seizure","pangolin scales seized in Beijing Airport - 1 convicted","China","2 countries","Manis gigantea","Pholidota",2018-05-02,2018,TRUE,"2023","Asia"
"15837","02/05/2018","Seizure","A wine jar stuffed with a pangolin and king cobra seized in Hanoi","Viet Nam",NA,"2 species","Pholidota",2018-05-02,2018,TRUE,"2023","Asia"
"29231","01/05/2018","Seizure","4000 kg of pangolin scales seized from DRC in Viet Nam","Viet Nam","Congo, Democratic Republic of The","Manis","Pholidota",2018-05-01,2018,TRUE,"2023","Asia"
"14068","01/05/2018","Seizure","35 kg pangolin scales seized in Doume - 3 suspects arrested","Cameroon",NA,"Manis","Pholidota",2018-05-01,2018,TRUE,"2023","Asia"
"13818","01/05/2018","Seizure","pangolin scales, tusk & elephant bone seized in Santchou, West Region - 4 convicted","Cameroon",NA,"2 species","Pholidota",2018-05-01,2018,TRUE,"2023","Asia"
"13782","27/04/2018","Seizure","3,800 kg pangolin & armadillo scales siezed at Cat Lai Port, Ho Chi Minh City","Viet Nam","2 countries","3 species","Pholidota",2018-04-27,2018,TRUE,"2023","Asia"
"28139","25/04/2018","Seizure","26 kg pangolin scales seized at Beijing International Airport - 1 convicted","China","Ethiopia","3 species","Pholidota",2018-04-25,2018,TRUE,"2023","Asia"
"16223","24/04/2018","Seizure","15 pangolins weighing 61kg at an estimated value of $4,600 seized, 4 people fled the forest after the drug and trafficking police entered,","Viet Nam",NA,"Manis javanica","Pholidota",2018-04-24,2018,TRUE,"2023","Asia"
"26220","22/04/2018","Seizure","1 kg of pangolin scales seized in Bozhou, Anhui - 2 arrested (1 convicted)","China",NA,"Manis","Pholidota",2018-04-22,2018,TRUE,"2023","Asia"
"13794","22/04/2018","Seizure","A Philippine Pangolin - Seized in Roxas, Palawan - One Man Arrested","Philippines",NA,"Manis culionensis","Pholidota",2018-04-22,2018,TRUE,"2023","Asia"
